data,UTC,TEMP_MAX ,TEMP_MIN,temp
2021/07/21,1800 UTC,21.3,19.6,
2021/07/21,1900 UTC,21.8,20.1,
2021/07/21,2000 UTC,21.7,20.6,
2021/07/21,2100 UTC,20.6,17.6,
2021/07/21,2200 UTC,17.5,15.8,
2021/07/21,2300 UTC,16,14.6,
2021/07/22,0000 UTC,14.8,13.4,
2021/07/22,0100 UTC,13.5,12.6,
2021/07/22,0200 UTC,12.9,12,
2021/07/22,0300 UTC,12.1,11.1,
2021/07/22,0400 UTC,11.9,11.3,
2021/07/22,0500 UTC,11.7,10.5,
2021/07/22,0600 UTC,10.6,9.7,
2021/07/22,0700 UTC,9.9,9.4,
2021/07/22,0800 UTC,9.4,8.9,
2021/07/22,0900 UTC,9.1,8.5,
2021-07-22,1000 UTC,8.8,8.3,8.55
2021/07/22,1100 UTC,9.2,8.3,
2021/07/22,1200 UTC,11.7,9.2,
2021/07/22,1300 UTC,13.7,11.1,
2021/07/22,1400 UTC,15.7,13.7,
2021/07/22,1500 UTC,18.5,15.5,
2021/07/22,1600 UTC,20.4,18.2,
2021/07/22,1700 UTC,21.4,20.1,
2021/07/22,1800 UTC,22.5,21.1,
2021/07/22,1900 UTC,22.7,21.7,
2021/07/22,2000 UTC,21.7,18.7,
2021/07/22,2100 UTC,18.8,16,
2021/07/22,2200 UTC,16.1,14.3,
2021/07/22,2300 UTC,14.3,13.3,
2021/07/23,0000 UTC,13.3,12.5,
2021/07/23,0100 UTC,12.5,12,
2021/07/23,0200 UTC,12,11.6,
2021/07/23,0300 UTC,11.7,11.5,
2021/07/23,0400 UTC,12.1,11.6,
2021/07/23,0500 UTC,12.5,12.1,
2021/07/23,0600 UTC,12.4,11.7,
2021/07/23,0700 UTC,12,11.8,
2021/07/23,0800 UTC,12.3,12,
2021/07/23,0900 UTC,12.3,11.9,
2021-07-23,1000 UTC,11.9,11.8,11.85
2021/07/23,1100 UTC,12.5,11.8,
2021/07/23,1200 UTC,14.8,12.5,
2021/07/23,1300 UTC,16.5,14.2,
2021/07/23,1400 UTC,18.8,15.8,
2021/07/23,1500 UTC,20.8,17.9,
2021/07/23,1600 UTC,22.4,19.6,
2021/07/23,1700 UTC,23.4,21.7,
2021/07/23,1800 UTC,23.8,23,
2021/07/23,1900 UTC,24.2,23.2,
2021/07/23,2000 UTC,24,22.7,
2021/07/23,2100 UTC,22.7,20.7,
2021/07/23,2200 UTC,20.7,18.3,
2021/07/23,2300 UTC,19.1,17.2,
2021/07/24,0000 UTC,17.2,15.4,
2021/07/24,0100 UTC,15.5,14.7,
2021/07/24,0200 UTC,14.9,14.5,
2021/07/24,0300 UTC,14.5,13.6,
2021/07/24,0400 UTC,13.6,12.7,
2021/07/24,0500 UTC,13.2,12.4,
2021/07/24,0600 UTC,12.6,11.8,
2021/07/24,0700 UTC,12,11.5,
2021/07/24,0800 UTC,12,11.1,
2021/07/24,0900 UTC,11.4,10.7,
2021-07-24,1000 UTC,11.1,10.6,10.85
2021/07/24,1100 UTC,13.4,10.6,
2021/07/24,1200 UTC,15.7,13.2,
2021/07/24,1300 UTC,17.8,15,
2021/07/24,1400 UTC,20.3,17.8,
2021/07/24,1500 UTC,22.7,20.1,
2021/07/24,1600 UTC,24,22,
2021/07/24,1700 UTC,25.8,23.5,
2021/07/24,1800 UTC,26.2,25,
2021/07/24,1900 UTC,26.3,25.2,
2021/07/24,2000 UTC,26.1,24.2,
2021/07/24,2100 UTC,24.2,21.6,
2021/07/24,2200 UTC,21.6,19.7,
2021/07/24,2300 UTC,19.7,18.4,
2021/07/25,0000 UTC,18.8,16.9,
2021/07/25,0100 UTC,17,16,
2021/07/25,0200 UTC,16,15.6,
2021/07/25,0300 UTC,15.7,14.9,
2021/07/25,0400 UTC,15.5,14.4,
2021/07/25,0500 UTC,14.6,14.1,
2021/07/25,0600 UTC,14.4,13.3,
2021/07/25,0700 UTC,13.6,12.8,
2021/07/25,0800 UTC,13.6,11.9,
2021/07/25,0900 UTC,12.5,11.8,
2021-07-25,1000 UTC,12.2,11.5,11.85
2021/07/25,1100 UTC,15.1,11.8,
2021/07/25,1200 UTC,16.7,15.1,
2021/07/25,1300 UTC,19.9,16.6,
2021/07/25,1400 UTC,22.7,19.6,
2021/07/25,1500 UTC,24,22,
2021/07/25,1600 UTC,24.9,23.5,
2021/07/25,1700 UTC,26.3,24.5,
2021/07/25,1800 UTC,26.9,25.5,
2021/07/25,1900 UTC,26.8,26,
2021/07/25,2000 UTC,26.3,25.3,
2021/07/25,2100 UTC,25.3,23.1,
2021/07/25,2200 UTC,23.1,21.7,
2021/07/25,2300 UTC,21.7,19.4,
2021/07/26,0000 UTC,19.7,19.3,
2021/07/26,0100 UTC,19.9,18.2,
2021/07/26,0200 UTC,18.8,17.1,
2021/07/26,0300 UTC,17.5,16,
2021/07/26,0400 UTC,16.4,15.6,
2021/07/26,0500 UTC,16.6,15.2,
2021/07/26,0600 UTC,15.9,15.3,
2021/07/26,0700 UTC,15.3,13.6,
2021/07/26,0800 UTC,14.2,13.2,
2021/07/26,0900 UTC,13.3,12.9,
2021-07-26,1000 UTC,13.3,12.6,12.95
2021/07/26,1100 UTC,16.4,12.5,
2021/07/26,1200 UTC,18.9,16.4,
2021/07/26,1300 UTC,21.7,18.2,
2021/07/26,1400 UTC,24.4,21.4,
2021/07/26,1500 UTC,24.8,23.4,
2021/07/26,1600 UTC,26,24.1,
2021/07/26,1700 UTC,26.5,25.3,
2021/07/26,1800 UTC,26.9,25.8,
2021/07/26,1900 UTC,27,26.1,
2021/07/26,2000 UTC,26.7,25.6,
2021/07/26,2100 UTC,25.7,23.6,
2021/07/26,2200 UTC,23.6,22.5,
2021/07/26,2300 UTC,22.6,22,
2021/07/27,0000 UTC,22.3,21.9,
2021/07/27,0100 UTC,21.9,20.8,
2021/07/27,0200 UTC,21.4,20.4,
2021/07/27,0300 UTC,20.5,18.8,
2021/07/27,0400 UTC,19.7,18.1,
2021/07/27,0500 UTC,19.1,17.7,
2021/07/27,0600 UTC,18.8,18,
2021/07/27,0700 UTC,18.5,17.3,
2021/07/27,0800 UTC,18.7,17.4,
2021/07/27,0900 UTC,18.1,16.5,
2021-07-27,1000 UTC,18.1,15.8,16.95
2021/07/27,1100 UTC,17.7,16.3,
2021/07/27,1200 UTC,21.4,17.7,
2021/07/27,1300 UTC,23,21.3,
2021/07/27,1400 UTC,25,22.5,
2021/07/27,1500 UTC,25.7,24.4,
2021/07/27,1600 UTC,27.5,25.6,
2021/07/27,1700 UTC,27,26.2,
2021/07/27,1800 UTC,27.7,26.3,
2021/07/27,1900 UTC,27.8,26.3,
2021/07/27,2000 UTC,27.6,26.5,
2021/07/27,2100 UTC,26.5,25.3,
2021/07/27,2200 UTC,25.3,23.9,
2021/07/27,2300 UTC,24.7,17.8,
2021/07/28,0000 UTC,17.8,17.2,
2021/07/28,0100 UTC,17.4,16.5,
2021/07/28,0200 UTC,16.7,16.3,
2021/07/28,0300 UTC,16.3,15.4,
2021/07/28,0400 UTC,15.5,15.2,
2021/07/28,0500 UTC,15.5,15.3,
2021/07/28,0600 UTC,15.5,14.9,
2021/07/28,0700 UTC,14.9,13.2,
2021/07/28,0800 UTC,13.2,12.9,
2021/07/28,0900 UTC,13,12.3,
2021-07-28,1000 UTC,12.4,12.1,12.25
2021/07/28,1100 UTC,12.2,11.8,
2021/07/28,1200 UTC,12.1,11.9,
2021/07/28,1300 UTC,12.2,11.7,
2021/07/28,1400 UTC,12,11.7,
2021/07/28,1500 UTC,11.8,10.9,
2021/07/28,1600 UTC,11,10.6,
2021/07/28,1700 UTC,10.8,10.3,
2021/07/28,1800 UTC,10.5,9.5,
2021/07/28,1900 UTC,9.7,9.3,
2021/07/28,2000 UTC,10.5,9.6,
2021/07/28,2100 UTC,10.8,10.4,
2021/07/28,2200 UTC,11.3,10.7,
2021/07/28,2300 UTC,11.4,11.1,
2021/07/29,0000 UTC,11.1,10.6,
2021/07/29,0100 UTC,10.7,10.2,
2021/07/29,0200 UTC,10.4,10.1,
2021/07/29,0300 UTC,10.2,9.4,
2021/07/29,0400 UTC,9.4,8.8,
2021/07/29,0500 UTC,8.8,7.9,
2021/07/29,0600 UTC,8,7.5,
2021/07/29,0700 UTC,7.6,6.7,
2021/07/29,0800 UTC,6.8,6.3,
2021/07/29,0900 UTC,6.6,6,
2021-07-29,1000 UTC,6.2,5.5,5.85
2021/07/29,1100 UTC,6,5.3,
2021/07/29,1200 UTC,7.2,5.8,
2021/07/29,1300 UTC,8.7,6.9,
2021/07/29,1400 UTC,9.9,7.9,
2021/07/29,1500 UTC,10.7,8.9,
2021/07/29,1600 UTC,11.8,9.9,
2021/07/29,1700 UTC,13.5,11.3,
2021/07/29,1800 UTC,14.2,12.5,
2021/07/29,1900 UTC,14.3,12.9,
2021/07/29,2000 UTC,14,12.9,
2021/07/29,2100 UTC,12.9,9.6,
2021/07/29,2200 UTC,9.6,7.2,
2021/07/29,2300 UTC,7.2,6.4,
2021/07/30,0000 UTC,6.5,6,
2021/07/30,0100 UTC,6.1,5.8,
2021/07/30,0200 UTC,5.9,5.7,
2021/07/30,0300 UTC,5.7,5.5,
2021/07/30,0400 UTC,5.5,5.3,
2021/07/30,0500 UTC,5.5,5.1,
2021/07/30,0600 UTC,5.2,4.4,
2021/07/30,0700 UTC,4.7,4.4,
2021/07/30,0800 UTC,,,
2021/07/30,0900 UTC,4.5,4.3,
2021-07-30,1000 UTC,4.5,4.3,4.4
2021/07/30,1100 UTC,5.7,4.4,
2021/07/30,1200 UTC,7.3,5.7,
2021/07/30,1300 UTC,9.3,7.3,
2021/07/30,1400 UTC,10.9,8.6,
2021/07/30,1500 UTC,12.2,10.3,
2021/07/30,1600 UTC,13.5,11.2,
2021/07/30,1700 UTC,13.9,12.5,
2021/07/30,1800 UTC,13.8,12.4,
2021/07/30,1900 UTC,13.1,11.4,
2021/07/30,2000 UTC,11.7,10.1,
2021/07/30,2100 UTC,10.2,8.8,
2021/07/30,2200 UTC,8.8,8.4,
2021/07/30,2300 UTC,8.4,8.2,
2021/07/31,0000 UTC,8.3,8,
2021/07/31,0100 UTC,8.1,8,
2021/07/31,0200 UTC,8.2,8,
2021/07/31,0300 UTC,8,7.6,
2021/07/31,0400 UTC,7.6,7.2,
2021/07/31,0500 UTC,7.5,7.2,
2021/07/31,0600 UTC,7.6,7.5,
2021/07/31,0700 UTC,7.5,7.2,
2021/07/31,0800 UTC,7.2,6.8,
2021/07/31,0900 UTC,6.9,6.5,
2021-07-31,1000 UTC,6.6,6.5,6.55
2021/07/31,1100 UTC,7.6,6.5,
2021/07/31,1200 UTC,9.5,7.6,
2021/07/31,1300 UTC,12,9.4,
2021/07/31,1400 UTC,13.3,11.5,
2021/07/31,1500 UTC,14.8,13.3,
2021/07/31,1600 UTC,16.1,14.3,
2021/07/31,1700 UTC,17,15.3,
2021/07/31,1800 UTC,18.3,16.6,
2021/07/31,1900 UTC,17.7,15.6,
2021/07/31,2000 UTC,15.6,13.1,
2021/07/31,2100 UTC,13.2,11.9,
2021/07/31,2200 UTC,12,11.4,
2021/07/31,2300 UTC,11.6,11.4,
2021/08/01,0000 UTC,11.7,11.5,
2021/08/01,0100 UTC,11.9,11.7,
2021/08/01,0200 UTC,11.9,11.4,
2021/08/01,0300 UTC,11.4,11,
2021/08/01,0400 UTC,11,10.5,
2021/08/01,0500 UTC,10.5,10.1,
2021/08/01,0600 UTC,10.1,9.8,
2021/08/01,0700 UTC,9.8,9.5,
2021/08/01,0800 UTC,9.5,9.3,
2021/08/01,0900 UTC,9.9,9.4,
2021-08-01,1000 UTC,9.9,9.8,9.85
2021/08/01,1100 UTC,10.7,9.9,
2021/08/01,1200 UTC,12.1,10.6,
2021/08/01,1300 UTC,13.9,12.1,
2021/08/01,1400 UTC,16.2,13.4,
2021/08/01,1500 UTC,18.2,15.5,
2021/08/01,1600 UTC,17.6,16.5,
2021/08/01,1700 UTC,19.1,17.4,
2021/08/01,1800 UTC,19.8,18.5,
2021/08/01,1900 UTC,19.2,16.4,
2021/08/01,2000 UTC,16.7,15.5,
2021/08/01,2100 UTC,15.5,14.2,
2021/08/01,2200 UTC,14.2,13.8,
2021/08/01,2300 UTC,13.8,13.1,
2021/08/02,0000 UTC,13.1,12.7,
2021/08/02,0100 UTC,12.6,12.3,
2021/08/02,0200 UTC,12.3,11.9,
2021/08/02,0300 UTC,12.4,11.8,
2021/08/02,0400 UTC,12.4,12.3,
2021/08/02,0500 UTC,12.4,11.9,
2021/08/02,0600 UTC,12,11.5,
2021/08/02,0700 UTC,11.5,11.3,
2021/08/02,0800 UTC,11.3,11.1,
2021/08/02,0900 UTC,11.3,11,
2021-08-02,1000 UTC,11.1,10.9,11
2021/08/02,1100 UTC,11.4,10.9,
2021/08/02,1200 UTC,12.3,11.4,
2021/08/02,1300 UTC,14.2,11.9,
2021/08/02,1400 UTC,15.8,13.7,
2021/08/02,1500 UTC,16.9,15,
2021/08/02,1600 UTC,19.1,16.3,
2021/08/02,1700 UTC,20.5,18,
2021/08/02,1800 UTC,21.4,19.8,
2021/08/02,1900 UTC,21.8,20.9,
2021/08/02,2000 UTC,21.2,19.9,
2021/08/02,2100 UTC,19.9,15.9,
2021/08/02,2200 UTC,15.9,14.9,
2021/08/02,2300 UTC,15.1,14.9,
2021/08/03,0000 UTC,14.9,14.5,
2021/08/03,0100 UTC,14.7,14.5,
2021/08/03,0200 UTC,14.6,13.5,
2021/08/03,0300 UTC,13.5,13.2,
2021/08/03,0400 UTC,13.4,12.9,
2021/08/03,0500 UTC,13.1,12.4,
2021/08/03,0600 UTC,12.5,11.6,
2021/08/03,0700 UTC,12.1,11.6,
2021/08/03,0800 UTC,12,11.5,
2021/08/03,0900 UTC,12.2,11.7,
2021-08-03,1000 UTC,12.4,12.1,12.25
2021/08/03,1100 UTC,13,12,
2021/08/03,1200 UTC,13.8,13,
2021/08/03,1300 UTC,14.8,12.7,
2021/08/03,1400 UTC,16.1,14.3,
2021/08/03,1500 UTC,16.1,14,
2021/08/03,1600 UTC,17.7,15.8,
2021/08/03,1700 UTC,17.9,16.1,
2021/08/03,1800 UTC,17.4,15.3,
2021/08/03,1900 UTC,16.6,15.3,
2021/08/03,2000 UTC,15.5,14,
2021/08/03,2100 UTC,14.1,13.3,
2021/08/03,2200 UTC,13.3,12.4,
2021/08/03,2300 UTC,12.5,12.1,
2021/08/04,0000 UTC,12.3,12,
2021/08/04,0100 UTC,12.4,12.2,
2021/08/04,0200 UTC,12.3,12.2,
2021/08/04,0300 UTC,12.3,12.1,
2021/08/04,0400 UTC,12.2,12,
2021/08/04,0500 UTC,12.3,12.1,
2021/08/04,0600 UTC,12.1,11.6,
2021/08/04,0700 UTC,11.6,11.3,
2021/08/04,0800 UTC,11.9,11.5,
2021/08/04,0900 UTC,11.6,11.2,
2021-08-04,1000 UTC,11.4,11,11.2
2021/08/04,1100 UTC,11.7,11.3,
2021/08/04,1200 UTC,12.9,11.6,
2021/08/04,1300 UTC,14.1,12.9,
2021/08/04,1400 UTC,14.9,14,
2021/08/04,1500 UTC,17.3,14.6,
2021/08/04,1600 UTC,18.7,16.6,
2021/08/04,1700 UTC,19.2,17.3,
2021/08/04,1800 UTC,19.7,18,
2021/08/04,1900 UTC,18.3,17.2,
2021/08/04,2000 UTC,17.6,15.5,
2021/08/04,2100 UTC,15.6,13.7,
2021/08/04,2200 UTC,13.7,13.3,
2021/08/04,2300 UTC,13.4,13.2,
2021/08/05,0000 UTC,13.4,12.7,
2021/08/05,0100 UTC,12.9,12.6,
2021/08/05,0200 UTC,13,12.9,
2021/08/05,0300 UTC,13,12.9,
2021/08/05,0400 UTC,13,12.9,
2021/08/05,0500 UTC,13,12.6,
2021/08/05,0600 UTC,12.6,12.4,
2021/08/05,0700 UTC,12.6,12.4,
2021/08/05,0800 UTC,12.7,12.6,
2021/08/05,0900 UTC,12.6,12.4,
2021-08-05,1000 UTC,12.4,11.8,12.1
2021/08/05,1100 UTC,12.6,11.9,
2021/08/05,1200 UTC,14.4,12.6,
2021/08/05,1300 UTC,16.3,14,
2021/08/05,1400 UTC,18.9,15.3,
2021/08/05,1500 UTC,19,17,
2021/08/05,1600 UTC,19.2,17.4,
2021/08/05,1700 UTC,19.8,17.7,
2021/08/05,1800 UTC,19.6,18.6,
2021/08/05,1900 UTC,19.9,18.7,
2021/08/05,2000 UTC,18.7,16.9,
2021/08/05,2100 UTC,16.9,15.4,
2021/08/05,2200 UTC,15.4,15.1,
2021/08/05,2300 UTC,15.2,15.1,
2021/08/06,0000 UTC,15.2,15,
2021/08/06,0100 UTC,15,14.7,
2021/08/06,0200 UTC,14.7,14.5,
2021/08/06,0300 UTC,14.5,13.9,
2021/08/06,0400 UTC,13.9,13.6,
2021/08/06,0500 UTC,13.6,13.3,
2021/08/06,0600 UTC,13.3,13.2,
2021/08/06,0700 UTC,13.3,13.1,
2021/08/06,0800 UTC,13.2,13,
2021/08/06,0900 UTC,13.5,13.2,
2021-08-06,1000 UTC,13.9,13.5,13.7
2021/08/06,1100 UTC,14.4,13.9,
2021/08/06,1200 UTC,16.4,14.4,
2021/08/06,1300 UTC,17.7,16.2,
2021/08/06,1400 UTC,19,16.9,
2021/08/06,1500 UTC,20.7,18.8,
2021/08/06,1600 UTC,21.2,19.9,
2021/08/06,1700 UTC,22.4,19.9,
2021/08/06,1800 UTC,23.2,21.6,
2021/08/06,1900 UTC,23,21.4,
2021/08/06,2000 UTC,21.7,18.1,
2021/08/06,2100 UTC,18.1,16.7,
2021/08/06,2200 UTC,16.7,16.5,
2021/08/06,2300 UTC,16.6,16.3,
2021/08/07,0000 UTC,16.5,16.3,
2021/08/07,0100 UTC,16.5,16,
2021/08/07,0200 UTC,16,15.5,
2021/08/07,0300 UTC,15.5,14.9,
2021/08/07,0400 UTC,15,14.8,
2021/08/07,0500 UTC,14.8,14.5,
2021/08/07,0600 UTC,14.5,14.1,
2021/08/07,0700 UTC,14.2,13.9,
2021/08/07,0800 UTC,13.9,13.7,
2021/08/07,0900 UTC,13.9,13.7,
2021-08-07,1000 UTC,13.8,13.6,13.7
2021/08/07,1100 UTC,14,13.6,
2021/08/07,1200 UTC,15.8,13.8,
2021/08/07,1300 UTC,17,14.8,
2021/08/07,1400 UTC,17.7,16.3,
2021/08/07,1500 UTC,19.6,17.4,
2021/08/07,1600 UTC,21.7,18.5,
2021/08/07,1700 UTC,21.6,20.3,
2021/08/07,1800 UTC,22.7,21.5,
2021/08/07,1900 UTC,22.8,21.5,
2021/08/07,2000 UTC,21.7,19.7,
2021/08/07,2100 UTC,19.7,18.4,
2021/08/07,2200 UTC,18.4,17.5,
2021/08/07,2300 UTC,17.5,16.9,
2021/08/08,0000 UTC,17,16.2,
2021/08/08,0100 UTC,16.2,15.7,
2021/08/08,0200 UTC,15.7,15.3,
2021/08/08,0300 UTC,15.3,14.8,
2021/08/08,0400 UTC,15.1,14.7,
2021/08/08,0500 UTC,15,14.7,
2021/08/08,0600 UTC,14.9,14.4,
2021/08/08,0700 UTC,14.4,14.2,
2021/08/08,0800 UTC,14.3,13.8,
2021/08/08,0900 UTC,14,13.8,
2021-08-08,1000 UTC,13.8,13.6,13.7
2021/08/08,1100 UTC,14.2,13.7,
2021/08/08,1200 UTC,15.8,14.2,
2021/08/08,1300 UTC,18.6,15.6,
2021/08/08,1400 UTC,20.1,18.1,
2021/08/08,1500 UTC,22.7,20.1,
2021/08/08,1600 UTC,23.4,21.8,
2021/08/08,1700 UTC,24.5,22.7,
2021/08/08,1800 UTC,25.4,23.2,
2021/08/08,1900 UTC,24.7,23.1,
2021/08/08,2000 UTC,23.4,22.6,
2021/08/08,2100 UTC,22.6,21,
2021/08/08,2200 UTC,21.1,19.7,
2021/08/08,2300 UTC,19.9,18.4,
2021/08/09,0000 UTC,18.4,17.6,
2021/08/09,0100 UTC,17.6,16.7,
2021/08/09,0200 UTC,16.8,15.8,
2021/08/09,0300 UTC,16.3,15.4,
2021/08/09,0400 UTC,16.2,15.6,
2021/08/09,0500 UTC,15.8,14.9,
2021/08/09,0600 UTC,15.2,14.6,
2021/08/09,0700 UTC,14.7,13.5,
2021/08/09,0800 UTC,13.7,13.4,
2021/08/09,0900 UTC,13.7,13.1,
2021-08-09,1000 UTC,13.3,13,13.15
2021/08/09,1100 UTC,16.4,13,
2021/08/09,1200 UTC,18.6,16.2,
2021/08/09,1300 UTC,21.2,18.3,
2021/08/09,1400 UTC,24,20.9,
2021/08/09,1500 UTC,25.6,23.4,
2021/08/09,1600 UTC,26.2,24.2,
2021/08/09,1700 UTC,26.4,24.3,
2021/08/09,1800 UTC,26.9,25.1,
2021/08/09,1900 UTC,27.1,24.8,
2021/08/09,2000 UTC,26,24.8,
2021/08/09,2100 UTC,24.8,22.8,
2021/08/09,2200 UTC,23,21.7,
2021/08/09,2300 UTC,22,19.8,
2021/08/10,0000 UTC,20.1,18.4,
2021/08/10,0100 UTC,18.6,17.9,
2021/08/10,0200 UTC,18.3,17,
2021/08/10,0300 UTC,17.6,16.4,
2021/08/10,0400 UTC,16.7,16,
2021/08/10,0500 UTC,16.2,15.6,
2021/08/10,0600 UTC,15.6,14.6,
2021/08/10,0700 UTC,15.5,14.1,
2021/08/10,0800 UTC,14.7,14.1,
2021/08/10,0900 UTC,14.6,13.6,
2021-08-10,1000 UTC,13.8,13.3,13.55
2021/08/10,1100 UTC,16.7,13.4,
2021/08/10,1200 UTC,19,16.5,
2021/08/10,1300 UTC,22,18.6,
2021/08/10,1400 UTC,24.3,21.6,
2021/08/10,1500 UTC,26.4,24.2,
2021/08/10,1600 UTC,27,25.2,
2021/08/10,1700 UTC,27,26.2,
2021/08/10,1800 UTC,27.7,26.6,
2021/08/10,1900 UTC,27.6,26.8,
2021/08/10,2000 UTC,27.1,26.2,
2021/08/10,2100 UTC,26.2,24.3,
2021/08/10,2200 UTC,24.3,22.8,
2021/08/10,2300 UTC,23.2,22.4,
2021/08/11,0000 UTC,22.6,21.5,
2021/08/11,0100 UTC,21.5,20.1,
2021/08/11,0200 UTC,20.1,19.2,
2021/08/11,0300 UTC,19.2,18.3,
2021/08/11,0400 UTC,18.6,16.6,
2021/08/11,0500 UTC,17.3,16.2,
2021/08/11,0600 UTC,16.9,16,
2021/08/11,0700 UTC,16,15.1,
2021/08/11,0800 UTC,15.1,13.3,
2021/08/11,0900 UTC,14,13.6,
2021-08-11,1000 UTC,14.6,13.9,14.25
2021/08/11,1100 UTC,15.2,14.6,
2021/08/11,1200 UTC,16.2,15.2,
2021/08/11,1300 UTC,17.3,16,
2021/08/11,1400 UTC,19.4,17,
2021/08/11,1500 UTC,19.1,17.7,
2021/08/11,1600 UTC,19.2,17.5,
2021/08/11,1700 UTC,18.8,17.3,
2021/08/11,1800 UTC,19.8,17.8,
2021/08/11,1900 UTC,18,16.9,
2021/08/11,2000 UTC,17.7,15.9,
2021/08/11,2100 UTC,15.9,14.9,
2021/08/11,2200 UTC,14.9,14.3,
2021/08/11,2300 UTC,14.9,14.4,
2021/08/12,0000 UTC,14.4,14.1,
2021/08/12,0100 UTC,14.3,13.7,
2021/08/12,0200 UTC,13.9,13.7,
2021/08/12,0300 UTC,13.9,13.2,
2021/08/12,0400 UTC,13.2,12.9,
2021/08/12,0500 UTC,13,12.9,
2021/08/12,0600 UTC,13.1,13,
2021/08/12,0700 UTC,13.4,13,
2021/08/12,0800 UTC,13.6,13.1,
2021/08/12,0900 UTC,13.1,12.8,
2021-08-12,1000 UTC,13.1,12.9,13
2021/08/12,1100 UTC,13.3,13,
2021/08/12,1200 UTC,13.8,13.1,
2021/08/12,1300 UTC,14.4,13.6,
2021/08/12,1400 UTC,15.3,14.3,
2021/08/12,1500 UTC,15.3,14.7,
2021/08/12,1600 UTC,15.3,14.7,
2021/08/12,1700 UTC,15.9,15.1,
2021/08/12,1800 UTC,16,15.1,
2021/08/12,1900 UTC,15.3,14.8,
2021/08/12,2000 UTC,15.1,14.5,
2021/08/12,2100 UTC,14.6,13.5,
2021/08/12,2200 UTC,13.6,13.2,
2021/08/12,2300 UTC,13.2,13.1,
2021/08/13,0000 UTC,13.2,13.1,
2021/08/13,0100 UTC,13.9,13.3,
2021/08/13,0200 UTC,14.3,13.9,
2021/08/13,0300 UTC,14.5,14.3,
2021/08/13,0400 UTC,14.6,14.5,
2021/08/13,0500 UTC,14.6,14.4,
2021/08/13,0600 UTC,14.4,14.2,
2021/08/13,0700 UTC,14.5,14.3,
2021/08/13,0800 UTC,14.4,13.7,
2021/08/13,0900 UTC,13.7,13.6,
2021-08-13,1000 UTC,14,13.7,13.85
2021/08/13,1100 UTC,14,13.7,
2021/08/13,1200 UTC,14.4,13.8,
2021/08/13,1300 UTC,14.9,14.4,
2021/08/13,1400 UTC,15.5,14.8,
2021/08/13,1500 UTC,15.6,15.2,
2021/08/13,1600 UTC,15.2,14.2,
2021/08/13,1700 UTC,14.9,14.3,
2021/08/13,1800 UTC,15.5,14.9,
2021/08/13,1900 UTC,15.7,15.2,
2021/08/13,2000 UTC,15.2,13.9,
2021/08/13,2100 UTC,13.9,13.7,
2021/08/13,2200 UTC,14.3,13.8,
2021/08/13,2300 UTC,14.2,13.9,
2021/08/14,0000 UTC,13.9,13.7,
2021/08/14,0100 UTC,13.8,13.6,
2021/08/14,0200 UTC,13.8,13.6,
2021/08/14,0300 UTC,13.9,13.8,
2021/08/14,0400 UTC,14,13.8,
2021/08/14,0500 UTC,14,13.9,
2021/08/14,0600 UTC,14,13.7,
2021/08/14,0700 UTC,13.8,13.7,
2021/08/14,0800 UTC,13.8,13.8,
2021/08/14,0900 UTC,14,13.8,
2021-08-14,1000 UTC,14.1,13.9,14
2021/08/14,1100 UTC,14.2,13.8,
2021/08/14,1200 UTC,14.9,14.1,
2021/08/14,1300 UTC,15.6,14.8,
2021/08/14,1400 UTC,16.4,15.2,
2021/08/14,1500 UTC,16.9,16,
2021/08/14,1600 UTC,17.4,16.4,
2021/08/14,1700 UTC,18,16.4,
2021/08/14,1800 UTC,18.3,16.9,
2021/08/14,1900 UTC,19.6,17.5,
2021/08/14,2000 UTC,19.7,19,
2021/08/14,2100 UTC,19.2,16.7,
2021/08/14,2200 UTC,16.7,15.5,
2021/08/14,2300 UTC,15.6,15.4,
2021/08/15,0000 UTC,15.6,15.1,
2021/08/15,0100 UTC,15.2,14.9,
2021/08/15,0200 UTC,15,14.8,
2021/08/15,0300 UTC,15,14.8,
2021/08/15,0400 UTC,14.9,14.8,
2021/08/15,0500 UTC,14.8,14.6,
2021/08/15,0600 UTC,14.7,14.6,
2021/08/15,0700 UTC,14.7,14.5,
2021/08/15,0800 UTC,14.6,14.1,
2021/08/15,0900 UTC,14.1,13.9,
2021-08-15,1000 UTC,14.3,14,14.15
2021/08/15,1100 UTC,14.7,14.3,
2021/08/15,1200 UTC,15.7,14.7,
2021/08/15,1300 UTC,17.5,15.7,
2021/08/15,1400 UTC,19.7,17.5,
2021/08/15,1500 UTC,20.9,19,
2021/08/15,1600 UTC,23.3,20.5,
2021/08/15,1700 UTC,25.9,22.4,
2021/08/15,1800 UTC,26.9,24.8,
2021/08/15,1900 UTC,27.1,25.2,
2021/08/15,2000 UTC,26.5,25.2,
2021/08/15,2100 UTC,25.2,20.3,
2021/08/15,2200 UTC,20.3,17.8,
2021/08/15,2300 UTC,17.8,16.8,
2021/08/16,0000 UTC,16.8,16.2,
2021/08/16,0100 UTC,16.2,16,
2021/08/16,0200 UTC,16.1,15.9,
2021/08/16,0300 UTC,16.2,16,
2021/08/16,0400 UTC,16.2,15.8,
2021/08/16,0500 UTC,15.8,15.6,
2021/08/16,0600 UTC,15.6,15,
2021/08/16,0700 UTC,15.1,14.9,
2021/08/16,0800 UTC,15.1,14.9,
