data,UTC,TEMP_MAX ,TEMP_MIN,temp
2021/01/01,0000 UTC,20.8,20.2,
2021/01/01,0100 UTC,20.8,20.4,
2021/01/01,0200 UTC,20.4,20.3,
2021/01/01,0300 UTC,21,20.4,
2021/01/01,0400 UTC,21.2,20.9,
2021/01/01,0500 UTC,21.1,20.7,
2021/01/01,0600 UTC,20.8,20.3,
2021/01/01,0700 UTC,20.3,20.2,
2021/01/01,0800 UTC,20.3,20.2,
2021/01/01,0900 UTC,20.4,20.2,
2021-01-01,1000 UTC,20.9,20.4,20.65
2021/01/01,1100 UTC,21.4,20.9,
2021/01/01,1200 UTC,21.8,21.3,
2021/01/01,1300 UTC,22.2,21.4,
2021/01/01,1400 UTC,24.5,22.1,
2021/01/01,1500 UTC,25.3,23.2,
2021/01/01,1600 UTC,25.4,24.2,
2021/01/01,1700 UTC,27.2,25,
2021/01/01,1800 UTC,26.6,21.3,
2021/01/01,1900 UTC,21.2,18.2,
2021/01/01,2000 UTC,19.9,18.3,
2021/01/01,2100 UTC,20.7,19.8,
2021/01/01,2200 UTC,21,20.5,
2021/01/01,2300 UTC,20.9,20.5,
2021/01/02,0000 UTC,21.1,20.5,
2021/01/02,0100 UTC,21,20.6,
2021/01/02,0200 UTC,20.6,20.2,
2021/01/02,0300 UTC,20.5,20.2,
2021/01/02,0400 UTC,20.2,19.8,
2021/01/02,0500 UTC,19.8,19.7,
2021/01/02,0600 UTC,19.8,19.6,
2021/01/02,0700 UTC,19.7,19.5,
2021/01/02,0800 UTC,19.7,19.6,
2021/01/02,0900 UTC,19.7,19.4,
2021-01-02,1000 UTC,19.9,19.4,19.65
2021/01/02,1100 UTC,20.6,19.8,
2021/01/02,1200 UTC,21.7,20.4,
2021/01/02,1300 UTC,24.3,21.5,
2021/01/02,1400 UTC,24.4,22.4,
2021/01/02,1500 UTC,24.3,22.4,
2021/01/02,1600 UTC,25.2,22.6,
2021/01/02,1700 UTC,24.8,23.1,
2021/01/02,1800 UTC,24,22.8,
2021/01/02,1900 UTC,23.3,22.8,
2021/01/02,2000 UTC,23.2,22.4,
2021/01/02,2100 UTC,22.7,21.2,
2021/01/02,2200 UTC,21.4,20.7,
2021/01/02,2300 UTC,20.7,20.4,
2021/01/03,0000 UTC,20.4,19.8,
2021/01/03,0100 UTC,19.8,19.2,
2021/01/03,0200 UTC,19.5,19.2,
2021/01/03,0300 UTC,19.4,19.1,
2021/01/03,0400 UTC,19.4,18.8,
2021/01/03,0500 UTC,18.9,18.2,
2021/01/03,0600 UTC,18.2,18.1,
2021/01/03,0700 UTC,18.2,18.1,
2021/01/03,0800 UTC,18.1,17.9,
2021/01/03,0900 UTC,18.1,17.8,
2021-01-03,1000 UTC,19.2,18.1,18.65
2021/01/03,1100 UTC,21.3,18.8,
2021/01/03,1200 UTC,23.1,20.8,
2021/01/03,1300 UTC,23.9,21.4,
2021/01/03,1400 UTC,25.7,23.1,
2021/01/03,1500 UTC,26.6,24.6,
2021/01/03,1600 UTC,26.8,25.1,
2021/01/03,1700 UTC,26.6,25.1,
2021/01/03,1800 UTC,26.2,24.2,
2021/01/03,1900 UTC,25.3,23.3,
2021/01/03,2000 UTC,24.5,21.8,
2021/01/03,2100 UTC,23.4,21.4,
2021/01/03,2200 UTC,21.6,19.6,
2021/01/03,2300 UTC,19.8,19.6,
2021/01/04,0000 UTC,19.8,19.7,
2021/01/04,0100 UTC,19.8,19.4,
2021/01/04,0200 UTC,19.5,18.7,
2021/01/04,0300 UTC,19.3,18.8,
2021/01/04,0400 UTC,19.4,19.2,
2021/01/04,0500 UTC,19.4,19.1,
2021/01/04,0600 UTC,19.3,19.1,
2021/01/04,0700 UTC,19.3,19,
2021/01/04,0800 UTC,19,18.6,
2021/01/04,0900 UTC,19.2,18.7,
2021-01-04,1000 UTC,21.3,19.2,20.25
2021/01/04,1100 UTC,22.4,20.1,
2021/01/04,1200 UTC,23.8,22,
2021/01/04,1300 UTC,26.5,23.3,
2021/01/04,1400 UTC,27.1,25.3,
2021/01/04,1500 UTC,28,26,
2021/01/04,1600 UTC,28.6,26.6,
2021/01/04,1700 UTC,29.7,28,
2021/01/04,1800 UTC,28.2,25.3,
2021/01/04,1900 UTC,27.2,25.2,
2021/01/04,2000 UTC,25.2,23.9,
2021/01/04,2100 UTC,24.6,22.7,
2021/01/04,2200 UTC,22.7,21.9,
2021/01/04,2300 UTC,22,21.6,
2021/01/05,0000 UTC,21.8,21.5,
2021/01/05,0100 UTC,21.5,20.8,
2021/01/05,0200 UTC,20.8,20.4,
2021/01/05,0300 UTC,20.7,20.3,
2021/01/05,0400 UTC,20.6,20.5,
2021/01/05,0500 UTC,20.5,19.9,
2021/01/05,0600 UTC,19.9,19.5,
2021/01/05,0700 UTC,19.6,19.3,
2021/01/05,0800 UTC,19.3,18.9,
2021/01/05,0900 UTC,19.1,18.9,
2021-01-05,1000 UTC,21.4,19.1,20.25
2021/01/05,1100 UTC,23,21.2,
2021/01/05,1200 UTC,25.3,23,
2021/01/05,1300 UTC,26.6,25.1,
2021/01/05,1400 UTC,26.3,25.6,
2021/01/05,1500 UTC,28.6,26,
2021/01/05,1600 UTC,29.3,27.5,
2021/01/05,1700 UTC,29.9,28.1,
2021/01/05,1800 UTC,30.1,28.2,
2021/01/05,1900 UTC,30.6,29,
2021/01/05,2000 UTC,30.1,28.5,
2021/01/05,2100 UTC,28.6,28,
2021/01/05,2200 UTC,28,27.2,
2021/01/05,2300 UTC,27.2,26.8,
2021/01/06,0000 UTC,26.9,25.2,
2021/01/06,0100 UTC,25.6,25,
2021/01/06,0200 UTC,25.1,24.6,
2021/01/06,0300 UTC,24.9,24.5,
2021/01/06,0400 UTC,24.5,23.8,
2021/01/06,0500 UTC,24,23.2,
2021/01/06,0600 UTC,23.7,23.2,
2021/01/06,0700 UTC,24,23.6,
2021/01/06,0800 UTC,24,23.1,
2021/01/06,0900 UTC,23.7,22.8,
2021-01-06,1000 UTC,24.2,23,23.6
2021/01/06,1100 UTC,25.4,24.2,
2021/01/06,1200 UTC,27,25.2,
2021/01/06,1300 UTC,28.1,26.6,
2021/01/06,1400 UTC,29.2,28.1,
2021/01/06,1500 UTC,29.1,24.5,
2021/01/06,1600 UTC,29.8,26.4,
2021/01/06,1700 UTC,30.3,28.9,
2021/01/06,1800 UTC,31.2,29.5,
2021/01/06,1900 UTC,31,29.3,
2021/01/06,2000 UTC,31.2,27.8,
2021/01/06,2100 UTC,27.8,27.3,
2021/01/06,2200 UTC,27.3,25.7,
2021/01/06,2300 UTC,25.7,23.4,
2021/01/07,0000 UTC,23.4,23,
2021/01/07,0100 UTC,23.1,22.5,
2021/01/07,0200 UTC,22.9,22.5,
2021/01/07,0300 UTC,23,22.6,
2021/01/07,0400 UTC,23,22.6,
2021/01/07,0500 UTC,22.7,22.3,
2021/01/07,0600 UTC,22.6,22.2,
2021/01/07,0700 UTC,22.6,22.4,
2021/01/07,0800 UTC,22.5,22.3,
2021/01/07,0900 UTC,22.5,22.3,
2021-01-07,1000 UTC,23,22.4,22.7
2021/01/07,1100 UTC,25.2,23,
2021/01/07,1200 UTC,26.6,24.9,
2021/01/07,1300 UTC,27.1,26.1,
2021/01/07,1400 UTC,28.2,26.8,
2021/01/07,1500 UTC,28.9,27.1,
2021/01/07,1600 UTC,29.6,28.2,
2021/01/07,1700 UTC,31,28.8,
2021/01/07,1800 UTC,30.8,29.6,
2021/01/07,1900 UTC,31.3,29.8,
2021/01/07,2000 UTC,30.6,29,
2021/01/07,2100 UTC,30.2,22.8,
2021/01/07,2200 UTC,24.3,23,
2021/01/07,2300 UTC,24.5,23.5,
2021/01/08,0000 UTC,23.5,22.6,
2021/01/08,0100 UTC,22.8,22.4,
2021/01/08,0200 UTC,22.6,22.2,
2021/01/08,0300 UTC,22.4,21.6,
2021/01/08,0400 UTC,21.7,21.3,
2021/01/08,0500 UTC,21.4,21.2,
2021/01/08,0600 UTC,21.2,21,
2021/01/08,0700 UTC,21.2,21,
2021/01/08,0800 UTC,21.2,21,
2021/01/08,0900 UTC,21,20.8,
2021-01-08,1000 UTC,21.7,20.9,21.3
2021/01/08,1100 UTC,22.3,21.4,
2021/01/08,1200 UTC,22.5,22,
2021/01/08,1300 UTC,22.9,22.2,
2021/01/08,1400 UTC,24.5,22.8,
2021/01/08,1500 UTC,24.9,24.2,
2021/01/08,1600 UTC,27.5,24.6,
2021/01/08,1700 UTC,28.8,26.7,
2021/01/08,1800 UTC,28.8,23.9,
2021/01/08,1900 UTC,28.1,25.5,
2021/01/08,2000 UTC,28.1,26.3,
2021/01/08,2100 UTC,27.4,24.3,
2021/01/08,2200 UTC,24.3,23.5,
2021/01/08,2300 UTC,23.6,23.3,
2021/01/09,0000 UTC,23.3,22.4,
2021/01/09,0100 UTC,22.5,22.2,
2021/01/09,0200 UTC,22.6,22.3,
2021/01/09,0300 UTC,22.5,22,
2021/01/09,0400 UTC,22.2,22.1,
2021/01/09,0500 UTC,22.2,22,
2021/01/09,0600 UTC,22.2,21.9,
2021/01/09,0700 UTC,22,21.9,
2021/01/09,0800 UTC,21.9,21.7,
2021/01/09,0900 UTC,21.8,21.6,
2021-01-09,1000 UTC,22.7,21.7,22.2
2021/01/09,1100 UTC,22.9,22.5,
2021/01/09,1200 UTC,23.1,22.7,
2021/01/09,1300 UTC,24.3,22.9,
2021/01/09,1400 UTC,26,23.8,
2021/01/09,1500 UTC,27.6,25.7,
2021/01/09,1600 UTC,27.9,26.2,
2021/01/09,1700 UTC,28,22.5,
2021/01/09,1800 UTC,23.1,22.1,
2021/01/09,1900 UTC,23.3,22.8,
2021/01/09,2000 UTC,23.3,22.7,
2021/01/09,2100 UTC,23.8,23.1,
2021/01/09,2200 UTC,23.1,22.6,
2021/01/09,2300 UTC,22.7,22.2,
2021/01/10,0000 UTC,22.3,22.1,
2021/01/10,0100 UTC,22.2,21.9,
2021/01/10,0200 UTC,22,21.6,
2021/01/10,0300 UTC,21.6,21.4,
2021/01/10,0400 UTC,21.7,21.5,
2021/01/10,0500 UTC,21.7,21.6,
2021/01/10,0600 UTC,21.7,21.6,
2021/01/10,0700 UTC,21.7,21.6,
2021/01/10,0800 UTC,21.7,21.5,
2021/01/10,0900 UTC,21.8,21.4,
2021-01-10,1000 UTC,22.3,21.7,22
2021/01/10,1100 UTC,23.9,22.2,
2021/01/10,1200 UTC,25.8,23.9,
2021/01/10,1300 UTC,27.3,25.4,
2021/01/10,1400 UTC,28.6,26,
2021/01/10,1500 UTC,29,26.5,
2021/01/10,1600 UTC,30,27.1,
2021/01/10,1700 UTC,28.4,24,
2021/01/10,1800 UTC,24,22.9,
2021/01/10,1900 UTC,22.9,22.3,
2021/01/10,2000 UTC,23,22.5,
2021/01/10,2100 UTC,23.1,22.4,
2021/01/10,2200 UTC,22.5,22.3,
2021/01/10,2300 UTC,22.6,22.4,
2021/01/11,0000 UTC,22.7,22.6,
2021/01/11,0100 UTC,22.6,22,
2021/01/11,0200 UTC,22.2,22,
2021/01/11,0300 UTC,22,21.7,
2021/01/11,0400 UTC,21.9,21.8,
2021/01/11,0500 UTC,22,21.9,
2021/01/11,0600 UTC,22,21.9,
2021/01/11,0700 UTC,21.9,21.6,
2021/01/11,0800 UTC,21.9,21.6,
2021/01/11,0900 UTC,21.9,21.8,
2021-01-11,1000 UTC,22.3,21.9,22.1
2021/01/11,1100 UTC,24,22.2,
2021/01/11,1200 UTC,25.2,23.8,
2021/01/11,1300 UTC,26.9,25,
2021/01/11,1400 UTC,28.1,25.6,
2021/01/11,1500 UTC,28.4,27,
2021/01/11,1600 UTC,28.9,27.8,
2021/01/11,1700 UTC,29.7,28.5,
2021/01/11,1800 UTC,31,29.6,
2021/01/11,1900 UTC,31,28.2,
2021/01/11,2000 UTC,28.2,23,
2021/01/11,2100 UTC,23.8,23.3,
2021/01/11,2200 UTC,23.7,23.3,
2021/01/11,2300 UTC,23.7,23.5,
2021/01/12,0000 UTC,23.6,23.3,
2021/01/12,0100 UTC,23.5,23.1,
2021/01/12,0200 UTC,23.3,23.1,
2021/01/12,0300 UTC,23.3,23.1,
2021/01/12,0400 UTC,23.2,23,
2021/01/12,0500 UTC,23.1,22.6,
2021/01/12,0600 UTC,22.7,22.4,
2021/01/12,0700 UTC,22.6,22.3,
2021/01/12,0800 UTC,22.3,21.6,
2021/01/12,0900 UTC,21.6,21.3,
2021-01-12,1000 UTC,22.6,21.6,22.1
2021/01/12,1100 UTC,24.8,22.6,
2021/01/12,1200 UTC,26.8,24.7,
2021/01/12,1300 UTC,28.3,26.5,
2021/01/12,1400 UTC,29.3,27.2,
2021/01/12,1500 UTC,29.6,26.4,
2021/01/12,1600 UTC,30.6,27.5,
2021/01/12,1700 UTC,29.3,20.7,
2021/01/12,1800 UTC,21.6,20.6,
2021/01/12,1900 UTC,22.1,21.5,
2021/01/12,2000 UTC,22.8,22,
2021/01/12,2100 UTC,23.2,22.6,
2021/01/12,2200 UTC,23.6,23.1,
2021/01/12,2300 UTC,23.6,23.3,
2021/01/13,0000 UTC,23.4,23.2,
2021/01/13,0100 UTC,23.3,23,
2021/01/13,0200 UTC,23.1,23,
2021/01/13,0300 UTC,23.1,22.5,
2021/01/13,0400 UTC,22.6,22.1,
2021/01/13,0500 UTC,22.3,22.2,
2021/01/13,0600 UTC,22.3,22.2,
2021/01/13,0700 UTC,22.3,22.2,
2021/01/13,0800 UTC,22.2,21.7,
2021/01/13,0900 UTC,22.1,21.7,
2021-01-13,1000 UTC,22.4,22.1,22.25
2021/01/13,1100 UTC,23.6,22.3,
2021/01/13,1200 UTC,25.3,23.6,
2021/01/13,1300 UTC,26.2,24.8,
2021/01/13,1400 UTC,27.4,25.2,
2021/01/13,1500 UTC,29.2,26.4,
2021/01/13,1600 UTC,28.7,27.1,
2021/01/13,1700 UTC,29.6,27.4,
2021/01/13,1800 UTC,28.4,27.1,
2021/01/13,1900 UTC,28.2,25.3,
2021/01/13,2000 UTC,25.6,24.8,
2021/01/13,2100 UTC,25.4,23.6,
2021/01/13,2200 UTC,23.7,23.3,
2021/01/13,2300 UTC,23.5,23.1,
2021/01/14,0000 UTC,23.3,22.6,
2021/01/14,0100 UTC,22.6,22.4,
2021/01/14,0200 UTC,22.5,22,
2021/01/14,0300 UTC,22.2,21.6,
2021/01/14,0400 UTC,21.6,21,
2021/01/14,0500 UTC,21.8,21,
2021/01/14,0600 UTC,22,21.8,
2021/01/14,0700 UTC,22,21.9,
2021/01/14,0800 UTC,22,21.2,
2021/01/14,0900 UTC,21.7,21.2,
2021-01-14,1000 UTC,23.6,21.7,22.65
2021/01/14,1100 UTC,23.5,22.6,
2021/01/14,1200 UTC,25.8,23.2,
2021/01/14,1300 UTC,26.6,24.4,
2021/01/14,1400 UTC,27.2,25.7,
2021/01/14,1500 UTC,29.5,26.3,
2021/01/14,1600 UTC,28.1,26.3,
2021/01/14,1700 UTC,26.4,23.9,
2021/01/14,1800 UTC,23.8,20.6,
2021/01/14,1900 UTC,22.2,20.6,
2021/01/14,2000 UTC,22,21.1,
2021/01/14,2100 UTC,22.1,21.7,
2021/01/14,2200 UTC,22.1,22,
2021/01/14,2300 UTC,22,21.5,
2021/01/15,0000 UTC,21.6,21.4,
2021/01/15,0100 UTC,21.5,21.3,
2021/01/15,0200 UTC,21.4,21.2,
2021/01/15,0300 UTC,21.4,21.1,
2021/01/15,0400 UTC,21.2,20.7,
2021/01/15,0500 UTC,20.7,20.4,
2021/01/15,0600 UTC,20.6,20.3,
2021/01/15,0700 UTC,20.4,20.1,
2021/01/15,0800 UTC,20.2,20.1,
2021/01/15,0900 UTC,20.5,20.2,
2021-01-15,1000 UTC,21.9,20.5,21.2
2021/01/15,1100 UTC,22.5,21.1,
2021/01/15,1200 UTC,25.7,22.4,
2021/01/15,1300 UTC,26.4,24.3,
2021/01/15,1400 UTC,26.8,25.3,
2021/01/15,1500 UTC,27.6,19.8,
2021/01/15,1600 UTC,21.9,19.9,
2021/01/15,1700 UTC,21.6,20.8,
2021/01/15,1800 UTC,21.1,19.2,
2021/01/15,1900 UTC,20.4,19.5,
2021/01/15,2000 UTC,19.6,19.1,
2021/01/15,2100 UTC,19.8,19.5,
2021/01/15,2200 UTC,20,19.7,
2021/01/15,2300 UTC,19.9,19.5,
2021/01/16,0000 UTC,19.9,19.7,
2021/01/16,0100 UTC,19.9,19.6,
2021/01/16,0200 UTC,19.7,19.3,
2021/01/16,0300 UTC,19.6,19.3,
2021/01/16,0400 UTC,19.4,19.1,
2021/01/16,0500 UTC,19.3,19.1,
2021/01/16,0600 UTC,19.2,18.8,
2021/01/16,0700 UTC,18.8,18.6,
2021/01/16,0800 UTC,18.8,18.5,
2021/01/16,0900 UTC,18.6,18.4,
2021-01-16,1000 UTC,20.3,18.6,19.45
2021/01/16,1100 UTC,23.5,20.1,
2021/01/16,1200 UTC,25.9,23.1,
2021/01/16,1300 UTC,26.9,25.1,
2021/01/16,1400 UTC,26.5,25.8,
2021/01/16,1500 UTC,27.6,25.8,
2021/01/16,1600 UTC,27.7,26.3,
2021/01/16,1700 UTC,28.7,27.7,
2021/01/16,1800 UTC,28.6,27.4,
2021/01/16,1900 UTC,28.2,27.2,
2021/01/16,2000 UTC,27.3,24.4,
2021/01/16,2100 UTC,25.1,24.5,
2021/01/16,2200 UTC,24.7,23.7,
2021/01/16,2300 UTC,24.1,23.7,
2021/01/17,0000 UTC,24,23.1,
2021/01/17,0100 UTC,23.2,22.9,
2021/01/17,0200 UTC,23,22.7,
2021/01/17,0300 UTC,22.8,22.7,
2021/01/17,0400 UTC,22.9,22.3,
2021/01/17,0500 UTC,22.4,22.1,
2021/01/17,0600 UTC,23.1,22.2,
2021/01/17,0700 UTC,23.1,23,
2021/01/17,0800 UTC,23.1,22.8,
2021/01/17,0900 UTC,22.9,22.7,
2021-01-17,1000 UTC,23.1,22.7,22.9
2021/01/17,1100 UTC,24.7,23.1,
2021/01/17,1200 UTC,25.9,24.6,
2021/01/17,1300 UTC,26.7,25.4,
2021/01/17,1400 UTC,27.3,25.7,
2021/01/17,1500 UTC,27.6,26.2,
2021/01/17,1600 UTC,28.3,26.8,
2021/01/17,1700 UTC,28.6,26.6,
2021/01/17,1800 UTC,28.6,27.4,
2021/01/17,1900 UTC,30,28.6,
2021/01/17,2000 UTC,29.8,28.5,
2021/01/17,2100 UTC,28.5,27.5,
2021/01/17,2200 UTC,27.6,26.7,
2021/01/17,2300 UTC,26.7,23.9,
2021/01/18,0000 UTC,23.9,22.8,
2021/01/18,0100 UTC,22.9,22.6,
2021/01/18,0200 UTC,22.9,22.5,
2021/01/18,0300 UTC,22.7,22.2,
2021/01/18,0400 UTC,22.3,22.1,
2021/01/18,0500 UTC,22.2,21.9,
2021/01/18,0600 UTC,22.2,22,
2021/01/18,0700 UTC,22.3,22.1,
2021/01/18,0800 UTC,22.7,22.1,
2021/01/18,0900 UTC,23.1,22.7,
2021-01-18,1000 UTC,23.9,23,23.45
2021/01/18,1100 UTC,24.4,23.6,
2021/01/18,1200 UTC,26.3,24.3,
2021/01/18,1300 UTC,27.3,25.5,
2021/01/18,1400 UTC,28.1,26.3,
2021/01/18,1500 UTC,29.5,27.6,
2021/01/18,1600 UTC,29.9,28.5,
2021/01/18,1700 UTC,30.5,28.8,
2021/01/18,1800 UTC,31.3,29.6,
2021/01/18,1900 UTC,31.4,29.9,
2021/01/18,2000 UTC,32.1,29.6,
2021/01/18,2100 UTC,30,26.3,
2021/01/18,2200 UTC,26.3,24.3,
2021/01/18,2300 UTC,24.4,23.5,
2021/01/19,0000 UTC,23.5,22.3,
2021/01/19,0100 UTC,22.8,22.4,
2021/01/19,0200 UTC,22.9,22.6,
2021/01/19,0300 UTC,23,22.5,
2021/01/19,0400 UTC,22.5,22.2,
2021/01/19,0500 UTC,22.5,22.2,
2021/01/19,0600 UTC,22.6,22.4,
2021/01/19,0700 UTC,22.4,22,
2021/01/19,0800 UTC,22.2,22,
2021/01/19,0900 UTC,22.2,22,
2021-01-19,1000 UTC,22.5,22.1,22.3
2021/01/19,1100 UTC,22.6,22.3,
2021/01/19,1200 UTC,24.6,22.6,
2021/01/19,1300 UTC,26,24.2,
2021/01/19,1400 UTC,27.1,25.1,
2021/01/19,1500 UTC,26.9,24.7,
2021/01/19,1600 UTC,29,26.6,
2021/01/19,1700 UTC,30.3,28.5,
2021/01/19,1800 UTC,30,25.2,
2021/01/19,1900 UTC,25.3,23.4,
2021/01/19,2000 UTC,23.5,21.8,
2021/01/19,2100 UTC,22.9,22.1,
2021/01/19,2200 UTC,22.8,22.5,
2021/01/19,2300 UTC,22.5,22.3,
2021/01/20,0000 UTC,22.3,22,
2021/01/20,0100 UTC,22,21.4,
2021/01/20,0200 UTC,21.7,21.4,
2021/01/20,0300 UTC,21.7,21.5,
2021/01/20,0400 UTC,21.7,21.5,
2021/01/20,0500 UTC,21.6,21.2,
2021/01/20,0600 UTC,21.2,20.7,
2021/01/20,0700 UTC,20.8,20.5,
2021/01/20,0800 UTC,20.7,20.6,
2021/01/20,0900 UTC,20.6,20.3,
2021-01-20,1000 UTC,22.6,20.5,21.55
2021/01/20,1100 UTC,23.1,22.1,
2021/01/20,1200 UTC,26.3,23,
2021/01/20,1300 UTC,27.1,25.2,
2021/01/20,1400 UTC,28.4,26.1,
2021/01/20,1500 UTC,30.4,27.6,
2021/01/20,1600 UTC,30.9,28.3,
2021/01/20,1700 UTC,31.2,29.2,
2021/01/20,1800 UTC,30.7,27.1,
2021/01/20,1900 UTC,28,25.3,
2021/01/20,2000 UTC,25.3,23.8,
2021/01/20,2100 UTC,24.1,23.6,
2021/01/20,2200 UTC,23.7,22.5,
2021/01/20,2300 UTC,22.5,21.6,
2021/01/21,0000 UTC,22.3,21.8,
2021/01/21,0100 UTC,22.1,21.5,
2021/01/21,0200 UTC,21.9,21.4,
2021/01/21,0300 UTC,21.6,21.2,
2021/01/21,0400 UTC,21.3,21,
2021/01/21,0500 UTC,21.1,20.7,
2021/01/21,0600 UTC,20.8,20.5,
2021/01/21,0700 UTC,20.6,20.4,
2021/01/21,0800 UTC,20.5,20.3,
2021/01/21,0900 UTC,20.5,20.3,
2021-01-21,1000 UTC,22,20.4,21.2
2021/01/21,1100 UTC,22.9,21.8,
2021/01/21,1200 UTC,25,22.8,
2021/01/21,1300 UTC,26.9,24.7,
2021/01/21,1400 UTC,28.6,26,
2021/01/21,1500 UTC,29.5,28.2,
2021/01/21,1600 UTC,30.4,28.7,
2021/01/21,1700 UTC,30.3,29.2,
2021/01/21,1800 UTC,30.1,24.6,
2021/01/21,1900 UTC,24.6,22.9,
2021/01/21,2000 UTC,22.9,22.1,
2021/01/21,2100 UTC,22.8,22.5,
2021/01/21,2200 UTC,22.7,22.4,
2021/01/21,2300 UTC,22.5,22.2,
2021/01/22,0000 UTC,22.5,22.3,
2021/01/22,0100 UTC,22.4,21.7,
2021/01/22,0200 UTC,21.8,21.4,
2021/01/22,0300 UTC,21.5,21.3,
2021/01/22,0400 UTC,21.4,20.9,
2021/01/22,0500 UTC,21,20.8,
2021/01/22,0600 UTC,20.8,20.7,
2021/01/22,0700 UTC,20.7,20.6,
2021/01/22,0800 UTC,20.6,20.5,
2021/01/22,0900 UTC,20.6,20.5,
2021-01-22,1000 UTC,21.5,20.6,21.05
2021/01/22,1100 UTC,23.3,21.1,
2021/01/22,1200 UTC,23.8,22.7,
2021/01/22,1300 UTC,25.6,23.6,
2021/01/22,1400 UTC,27.6,24.7,
2021/01/22,1500 UTC,29.6,26.3,
2021/01/22,1600 UTC,30.3,27.9,
2021/01/22,1700 UTC,30.8,28.8,
2021/01/22,1800 UTC,29.5,28.5,
2021/01/22,1900 UTC,29,27,
2021/01/22,2000 UTC,27,21.8,
2021/01/22,2100 UTC,22.4,21.3,
2021/01/22,2200 UTC,22.8,22.3,
2021/01/22,2300 UTC,22.8,22.5,
2021/01/23,0000 UTC,22.5,22,
2021/01/23,0100 UTC,22,21.5,
2021/01/23,0200 UTC,21.8,21.6,
2021/01/23,0300 UTC,21.8,21.4,
2021/01/23,0400 UTC,21.5,21.2,
2021/01/23,0500 UTC,21.4,21.1,
2021/01/23,0600 UTC,21.1,20.9,
2021/01/23,0700 UTC,21,21,
2021/01/23,0800 UTC,21,20.6,
2021/01/23,0900 UTC,20.9,20.7,
2021-01-23,1000 UTC,21.3,20.9,21.1
2021/01/23,1100 UTC,23.4,21.3,
2021/01/23,1200 UTC,24.7,22.8,
2021/01/23,1300 UTC,27,24,
2021/01/23,1400 UTC,27.9,26.4,
2021/01/23,1500 UTC,29.4,27.5,
2021/01/23,1600 UTC,30.3,27.8,
2021/01/23,1700 UTC,31.5,28.9,
2021/01/23,1800 UTC,29.7,24.4,
2021/01/23,1900 UTC,24.4,22,
2021/01/23,2000 UTC,22.8,22.2,
2021/01/23,2100 UTC,22.7,22.2,
2021/01/23,2200 UTC,22.7,22.4,
2021/01/23,2300 UTC,22.5,21.9,
2021/01/24,0000 UTC,21.9,21.6,
2021/01/24,0100 UTC,21.7,21.5,
2021/01/24,0200 UTC,21.9,21.6,
2021/01/24,0300 UTC,21.7,21.2,
2021/01/24,0400 UTC,21.3,21,
2021/01/24,0500 UTC,21.3,21.1,
2021/01/24,0600 UTC,21.2,20.7,
2021/01/24,0700 UTC,20.8,20.4,
2021/01/24,0800 UTC,20.5,20.2,
2021/01/24,0900 UTC,20.2,19.9,
2021-01-24,1000 UTC,21.5,20.1,20.8
2021/01/24,1100 UTC,23.5,21.5,
2021/01/24,1200 UTC,24.9,23.2,
2021/01/24,1300 UTC,26.9,24.6,
2021/01/24,1400 UTC,28.3,26.4,
2021/01/24,1500 UTC,28,27.2,
2021/01/24,1600 UTC,29.5,27.4,
2021/01/24,1700 UTC,29.5,28.5,
2021/01/24,1800 UTC,29.1,25.7,
2021/01/24,1900 UTC,25.7,19.6,
2021/01/24,2000 UTC,20.6,19.7,
2021/01/24,2100 UTC,22.4,20.6,
2021/01/24,2200 UTC,22.4,22.1,
2021/01/24,2300 UTC,22.1,21.7,
2021/01/25,0000 UTC,21.8,21.6,
2021/01/25,0100 UTC,21.6,21.2,
2021/01/25,0200 UTC,21.3,21.2,
2021/01/25,0300 UTC,21.2,20.8,
2021/01/25,0400 UTC,20.9,20.5,
2021/01/25,0500 UTC,20.5,20.4,
2021/01/25,0600 UTC,20.4,20.1,
2021/01/25,0700 UTC,20.2,19.9,
2021/01/25,0800 UTC,20,19.9,
2021/01/25,0900 UTC,20,19.9,
2021-01-25,1000 UTC,21.6,19.9,20.75
2021/01/25,1100 UTC,22.9,21.2,
2021/01/25,1200 UTC,26.1,22.9,
2021/01/25,1300 UTC,27.6,25.2,
2021/01/25,1400 UTC,28.7,27.2,
2021/01/25,1500 UTC,29.8,28.3,
2021/01/25,1600 UTC,30.7,28.9,
2021/01/25,1700 UTC,31,29.5,
2021/01/25,1800 UTC,31.2,30.1,
2021/01/25,1900 UTC,30.4,29.8,
2021/01/25,2000 UTC,31.3,27.1,
2021/01/25,2100 UTC,27.1,24,
2021/01/25,2200 UTC,24.4,23.9,
2021/01/25,2300 UTC,23.9,23.1,
2021/01/26,0000 UTC,23.2,19.3,
2021/01/26,0100 UTC,20.7,19.9,
2021/01/26,0200 UTC,21,20.5,
2021/01/26,0300 UTC,21.1,20,
2021/01/26,0400 UTC,20.4,20.1,
2021/01/26,0500 UTC,20.2,19.9,
2021/01/26,0600 UTC,20.2,20,
2021/01/26,0700 UTC,20.3,20,
2021/01/26,0800 UTC,20.4,20.2,
2021/01/26,0900 UTC,20.4,20.2,
2021-01-26,1000 UTC,21.2,20.1,20.65
2021/01/26,1100 UTC,23.7,21.1,
2021/01/26,1200 UTC,24.9,23.2,
2021/01/26,1300 UTC,25.3,24.3,
