data,valor
12.05.2020,"189,84"
11.05.2020,"185,96"
10.05.2020,"187,78"
09.05.2020,"210,22"
08.05.2020,"211,45"
07.05.2020,212
06.05.2020,"199,04"
05.05.2020,"205,36"
04.05.2020,"206,61"
03.05.2020,"209,83"
02.05.2020,"213,96"
01.05.2020,212
30.04.2020,"206,22"
29.04.2020,"215,4"
28.04.2020,"196,55"
27.04.2020,"196,14"
26.04.2020,"197,35"
25.04.2020,"194,01"
24.04.2020,"187,58"
23.04.2020,"185,46"
22.04.2020,"182,72"
21.04.2020,"170,79"
20.04.2020,"170,4"
19.04.2020,"180,13"
18.04.2020,"187,45"
17.04.2020,"170,63"
16.04.2020,"172,31"
15.04.2020,"152,9"
14.04.2020,"158,45"
13.04.2020,"156,38"
12.04.2020,"158,73"
11.04.2020,"158,18"
10.04.2020,"157,86"
09.04.2020,"169,68"
08.04.2020,173
07.04.2020,"164,71"
06.04.2020,"171,06"
05.04.2020,"142,58"
04.04.2020,"144,01"
03.04.2020,"141,14"
02.04.2020,"141,3"
01.04.2020,"135,66"
31.03.2020,"132,86"
30.03.2020,"132,15"
29.03.2020,"125,24"
28.03.2020,"131,03"
27.03.2020,"131,74"
26.03.2020,"138,38"
25.03.2020,"136,07"
24.03.2020,"138,62"
23.03.2020,"136,02"
22.03.2020,"122,41"
21.03.2020,"132,58"
20.03.2020,"133,32"
19.03.2020,"135,43"
18.03.2020,"117,77"
17.03.2020,"116,06"
16.03.2020,"111,02"
15.03.2020,"124,35"
14.03.2020,"122,69"
13.03.2020,"133,99"
12.03.2020,"107,9"
11.03.2020,"194,58"
10.03.2020,"200,56"
09.03.2020,"202,85"
08.03.2020,"199,16"
07.03.2020,"237,32"
06.03.2020,"244,9"
05.03.2020,"228,45"
04.03.2020,"224,38"
03.03.2020,"223,94"
02.03.2020,"231,87"
01.03.2020,"217,99"
29.02.2020,"217,52"
28.02.2020,"226,93"
27.02.2020,"227,53"
26.02.2020,"224,3"
25.02.2020,"246,96"
24.02.2020,"265,65"
23.02.2020,"274,72"
22.02.2020,"261,64"
21.02.2020,"265,11"
20.02.2020,"257,39"
19.02.2020,"259,12"
18.02.2020,"282,26"
17.02.2020,"267,63"
16.02.2020,"259,99"
15.02.2020,"264,87"
14.02.2020,"285,25"
13.02.2020,"268,75"
12.02.2020,"265,58"
11.02.2020,"236,76"
10.02.2020,"222,95"
09.02.2020,"228,59"
08.02.2020,"223,23"
07.02.2020,"223,51"
06.02.2020,"213,16"
05.02.2020,"203,83"
04.02.2020,"188,93"
03.02.2020,"189,79"
02.02.2020,"188,5"
01.02.2020,"183,64"
31.01.2020,"179,91"
30.01.2020,"184,59"
29.01.2020,"173,86"
28.01.2020,"175,74"
27.01.2020,"170,27"
26.01.2020,"167,9"
25.01.2020,"160,44"
24.01.2020,"162,55"
23.01.2020,"162,8"
22.01.2020,"168,13"
21.01.2020,"169,41"
20.01.2020,"166,87"
19.01.2020,"166,92"
18.01.2020,"174,19"
17.01.2020,"170,22"
16.01.2020,"164,36"
15.01.2020,"166,45"
14.01.2020,"166,07"
13.01.2020,"143,6"
12.01.2020,"146,46"
11.01.2020,"142,67"
10.01.2020,"144,81"
09.01.2020,"137,92"
08.01.2020,"140,81"
07.01.2020,"143,04"
06.01.2020,"144,08"
05.01.2020,"135,59"
04.01.2020,"134,33"
03.01.2020,"134,27"
02.01.2020,"127,19"
01.01.2020,"130,75"
