data,valor
2020-03-24,138.62
2020-03-23,136.02
2020-03-22,122.41
2020-03-21,132.58
2020-03-20,133.32
2020-03-19,135.43
2020-03-18,117.77
2020-03-17,116.06
2020-03-16,111.02
2020-03-15,124.35
2020-03-14,122.69
2020-03-13,133.99
2020-03-12,107.9
2020-03-11,194.58
2020-03-10,200.56
2020-03-09,202.85
2020-03-08,199.16
2020-03-07,237.32
2020-03-06,244.9
2020-03-05,228.45
2020-03-04,224.38
2020-03-03,223.94
2020-03-02,231.87
2020-03-01,217.99
2020-02-29,217.52
2020-02-28,226.93
2020-02-27,227.53
2020-02-26,224.3
2020-02-25,246.96
2020-02-24,265.65
2020-02-23,274.72
2020-02-22,261.64
2020-02-21,265.11
2020-02-20,257.39
2020-02-19,259.12
2020-02-18,282.26
2020-02-17,267.63
2020-02-16,259.99
2020-02-15,264.87
2020-02-14,285.25
2020-02-13,268.75
2020-02-12,265.58
2020-02-11,236.76
2020-02-10,222.95
2020-02-09,228.59
2020-02-08,223.23
2020-02-07,223.51
2020-02-06,213.16
2020-02-05,203.83
2020-02-04,188.93
2020-02-03,189.79
2020-02-02,188.5
2020-02-01,183.64
2020-01-31,179.91
2020-01-30,184.59
2020-01-29,173.86
2020-01-28,175.74
2020-01-27,170.27
2020-01-26,167.9
2020-01-25,160.44
2020-01-24,162.55
2020-01-23,162.8
2020-01-22,168.13
2020-01-21,169.41
2020-01-20,166.87
2020-01-19,166.92
2020-01-18,174.19
2020-01-17,170.22
2020-01-16,164.36
2020-01-15,166.45
2020-01-14,166.07
2020-01-13,143.6
2020-01-12,146.46
2020-01-11,142.67
2020-01-10,144.81
2020-01-09,137.92
2020-01-08,140.81
2020-01-07,143.04
2020-01-06,144.08
2020-01-05,135.59
2020-01-04,134.33
2020-01-03,134.27
2020-01-02,127.19
2020-01-01,130.75
